"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
290383,"4INAG2.0DC","ALL",15000,4,"Lubricate","Drive shaft, pilot bearing & u-joints","In a rear- or four-wheel drive vehicle, the drive shaft is a sturdy metal tube with flexible joints on either end that connects the source of power to a differential.  The pilot  bearing is a bearing press-fit into the rear of the crankshaft that supports the tip of the transmission input shaft.  It should be routinely replaced whenever the clutch is replaced as this is when it's most accessible.",0.1,0,"ALL","2010"
290384,"4INAG2.0DC","ALL",7500,4,"Lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2010"
290387,"4INAG2.0DC","ALL",60000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2010"
290392,"4INAG2.0DC","ALL",7500,4,"Inspect","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2010"
290405,"4INAG2.0DC","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2010"
290402,"4INAG2.0DC","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2010"
290404,"4INAG2.0DC","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2010"
290399,"4INAG2.0DC","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2010"
290395,"4INAG2.0DC","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2010"
290403,"4INAG2.0DC","ALL",15000,4,"Inspect","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2010"
290394,"4INAG2.0DC","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2010"
290422,"4INAG2.0DC","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2010"
290296,"4INAG2.0","ALL",30000,4,"Inspect","Valve clearance","The maximum amount of space between a rocker arm or cam and the part it contacts to actuate a valve.",0.05,0,"ALL","2010"
290283,"4INAG2.0","ALL",105000,4,"Replace","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.3,1,"ALL","2010"
290299,"4INAG2.0","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2010"
290278,"4INAG2.0","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2010"
290297,"4INAG2.0","ALL",30000,4,"Inspect","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2010"
290293,"4INAG2.0","ALL",7500,4,"Lubricate","Hinges, locks & latches","The devices that allow or prevent the opening of doors and hatches.",0.05,0,"ALL","2010"
290286,"4INAG2.0","ALL",15000,4,"Inspect","Brakes, front","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2010"
290287,"4INAG2.0","ALL",30000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"ALL","2010"
290272,"4INAG2.0","ALL",30000,4,"Change","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.5,1.4,"ALL","2010"
290284,"4INAG2.0","ALL",30000,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2010"
290285,"4INAG2.0","ALL",30000,4,"Inspect","Brakes, rear","A vehicle's stopping mechanism comprised of a pedal connected to a hydraulic master cylinder that can actuate clamping and/or expanding devices at all four wheels that slow or stop a vehicle's rolling motion.  Also used to refer to the brake system's most frequently replaced parts, brake pads and/or brake shoes.",0.1,0,"ALL","2010"
290262,"4INAG2.0","ALL",90000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2010"
290275,"4INAG2.0","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2010"
290292,"4INAG2.0","ALL",30000,4,"Inspect","Exhaust system heat shields","Metal and/or metal-fiberglass insulated panels that protect selected areas from exhaust heat.",0.02,0,"ALL","2010"
290261,"4INAG2.0","ALL",60000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2010"
290265,"4INAG2.0","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2010"
290291,"4INAG2.0","ALL",30000,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2010"
290289,"4INAG2.0","ALL",15000,4,"Inspect","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2010"
290273,"4INAG2.0","ALL",7500,4,"Inspect","Differential, rear","A set of gears that transfers the power of the rotating driveshaft to drive wheels in front and rear-wheel-drive vehicles. The differential also allows each of the opposing wheels to turn at a different speed when cornering.",0.1,0,"ALL","2010"
290298,"4INAG2.0","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.18,4.4,"ALL","2010"
290282,"4INAG2.0","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2010"
290290,"4INAG2.0","ALL",15000,4,"Lubricate","Drive shaft, pilot bearing & u-joints","In a rear- or four-wheel drive vehicle, the drive shaft is a sturdy metal tube with flexible joints on either end that connects the source of power to a differential.  The pilot  bearing is a bearing press-fit into the rear of the crankshaft that supports the tip of the transmission input shaft.  It should be routinely replaced whenever the clutch is replaced as this is when it's most accessible.",0.1,0,"ALL","2010"
290295,"4INAG2.0","ALL",0,4,"Inspect","Air conditioning system","The system of receiver/dryer, evaporator, condenser, compressor, refrigerant lines, controls and valves that allow for the controlled refrigeration of the air present in or entering a vehicle's interior.",0,0,"ALL","2010"
290263,"4INAG2.0","ALL",105000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.2,1,"ALL","2010"
290274,"4INAG2.0","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2010"
290266,"4INAG2.0","ALL",15000,4,"Inspect","Transfer case fluid","Lubricant used in the transfer case.",0.1,0,"ALL","2010"
290288,"4INAG2.0","ALL",30000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2010"
290300,"4INAG2.0","ALL",60000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.2,1,"ALL","2010"
290281,"4INAG2.0","ALL",30000,4,"Inspect","Fuel lines & hoses","The tubing that carries fuel throughout a vehicle.",0.05,0,"ALL","2010"
290267,"4INAG2.0","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,1.5,"ALL","2010"
290271,"4INAG2.0","ALL",7500,4,"Inspect","Front differential fluid","The liquid used for lubricating gears inside the differential.",0.1,0,"ALL","2010"
290280,"4INAG2.0","ALL",30000,4,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.3,1,"ALL","2010"
290276,"4INAG2.0","ALL",30000,4,"Flush/replace","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.7,1,"ALL","2010"
290279,"4INAG2.0","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2010"
290277,"4INAG2.0","ALL",60000,4,"Inspect","PCV valve","Positive Crankcase Ventilation valve, an emissions related device that allows venting of combustion gases from the crankcase to the intake system rather than the atmosphere.",0.05,0,"ALL","2010"
290264,"4INAG2.0","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2010"
290269,"4INAG2.0","MANUAL",30000,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2010"
290268,"4INAG2.0","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2010"
290434,"4INAG2.0DC","MANUAL",7500,4,"Check level","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.1,0,"ALL","2010"
290459,"4INAG2.0DC","MANUAL",30000,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,1.7,"ALL","2010"
290458,"4INAG2.0DC","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2010"
290270,"4INAG2.0","AUTOMATIC",45000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,2.7,"ALL","2010"
317433,"4INAG2.0","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.18,4.4,"ALL","2011"
317423,"4INAG2.0","ALL",30000,4,"Inspect","Cooling system","The system that stores and circulates coolant throughout (water cooled) engines to prevent overheating. Some vehicles have air-cooled engines in which high-speed airflow is sufficient to keep the engine cool.",0.1,0,"ALL","2011"
317391,"4INAG2.0","ALL",30000,4,"Inspect","Valve clearance","The maximum amount of space between a rocker arm or cam and the part it contacts to actuate a valve.",0.05,0,"ALL","2011"
317380,"4INAG2.0","ALL",60000,3,"Inspect","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",0.2,0,"ALL","2011"
317434,"4INAG2.0","ALL",30000,4,"Change","Rear differential fluid","Lubricant that permits quiet and low friction operation of the differential. Can be gear oil, transmission fluid, or a more specialized fluid specified by the manufacturer.",0.5,1,"ALL","2011"
317420,"4INAG2.0","ALL",60000,4,"Inspect","Emissions hoses & tubes","Hoses and tubes utilized by any of a vehicle's emission control devices.",0.05,0,"ALL","2011"
317376,"4INAG2.0","ALL",30000,4,"Check","Idle speed","The RPM of the engine free from load (all accessories off), at normal operating temperature and in neutral (or, in the case of an automatic transmission, park or neutral).",0.1,0,"ALL","2011"
317421,"4INAG2.0","ALL",60000,4,"Inspect","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.05,0,"ALL","2011"
317446,"4INAG2.0","ALL",60000,4,"Replace","Timing belt","A ""toothed"" belt that drives an overhead camshaft or camshafts (and in some vehicles a water pump).",3.2,1,"ALL","2011"
317395,"4INAG2.0","ALL",15000,4,"Inspect","Drive axles","In a front-wheel drive vehicle or a rear-wheel drive vehicle with independent rear suspension, the short axles that connect the driven wheels with the driving force.   Drive axles typically have CV (constant velocity)-joints on their ends.",0.1,0,"ALL","2011"
